Tasks,Start Date,Completion,Length,Color
Feedstock - Develop design framework,2026-06-02 08:00:00,2026-06-04 16:00:00,2.3333333334012423,Orange
Feedstock - Develop storyboard,2026-06-02 08:00:00,2026-06-04 16:00:00,2.3333333334012423,Orange
Product Quality IBA Deck,2026-06-22 08:00:00,2026-06-22 16:00:00,0.33333333340124227,Grey
Quality - Develop design framework,2026-06-22 08:00:00,2026-06-22 16:00:00,0.33333333340124227,Orange
Quality - Develop storyboard,2026-06-22 08:00:00,2026-06-22 16:00:00,0.33333333340124227,Orange
Product Transition IBA Deck,2026-06-22 08:00:00,2026-06-22 16:00:00,0.33333333340124227,Grey
Product Transition Deck - Develop design framework,2026-06-22 08:00:00,2026-06-22 16:00:00,0.33333333340124227,Orange
Product Transition Deck - Develop storyboard,2026-06-22 08:00:00,2026-06-22 16:00:00,0.33333333340124227,Orange
Series 2 - Complete IBA Deck,2026-06-23 08:00:00,2026-06-23 16:00:00,0.33333333340124227,Orange
Series 2 - IBA Deck - Executive Review,2026-06-24 08:00:00,2026-06-24 16:00:00,0.33333333340124227,Orange
Series 2 - POV Portal - Executive Review,2026-06-22 08:00:00,2026-06-22 16:00:00,0.33333333340124227,Orange
Series 3 IBA Development,2026-06-25 08:00:00,2026-09-24 16:00:00,91.33333333340124,Black Outline
Data Qualification,2026-06-25 08:00:00,2026-08-31 16:00:00,67.33333333340124,Black
Planning & Scheduling Data Qualification,2026-06-25 08:00:00,2026-07-06 16:00:00,11.333333333401242,Grey
P&S - Establish Data Connection,2026-06-25 08:00:00,2026-06-25 16:00:00,0.33333333340124227,Orange
P&S - Validate Data,2026-06-26 08:00:00,2026-06-30 16:00:00,4.333333333401242,Orange
P&S - Check Data Availability,2026-07-01 08:00:00,2026-07-03 16:00:00,2.3333333334012423,Orange
P&S - Mark Receipt of Each Data Source,2026-07-06 08:00:00,2026-07-06 16:00:00,0.33333333340124227,Orange
Asset Health & Maintenance Data Qualification,2026-08-26 08:00:00,2026-08-31 16:00:00,5.333333333401242,Grey
Maintenance - Establish Data Connection,2026-08-26 08:00:00,2026-08-26 16:00:00,0.33333333340124227,Orange
Maintenance - Validate Data,2026-08-27 08:00:00,2026-08-27 16:00:00,0.33333333340124227,Orange
Maintenance - Check Data Availability,2026-08-28 08:00:00,2026-08-28 16:00:00,0.33333333340124227,Orange
Maintenance - Mark Receipt of Each Data Source,2026-08-31 08:00:00,2026-08-31 16:00:00,0.33333333340124227,Orange
Plant Resource Efficiency Data Qualification,2026-08-26 08:00:00,2026-08-31 16:00:00,5.333333333401242,Grey
RE - Establish Data Connection,2026-08-26 08:00:00,2026-08-26 16:00:00,0.33333333340124227,Orange
RE - Validate Data,2026-08-27 08:00:00,2026-08-27 16:00:00,0.33333333340124227,Orange
RE - Check Data Availability,2026-08-28 08:00:00,2026-08-28 16:00:00,0.33333333340124227,Orange
RE - Mark Receipt of Each Data Source,2026-08-31 08:00:00,2026-08-31 16:00:00,0.33333333340124227,Orange
"Digital Twin, Mapping and Prediction",2026-07-07 08:00:00,2026-09-16 16:00:00,71.33333333340124,Black
Planning & Scheduling Digital Twin,2026-07-07 08:00:00,2026-07-21 16:00:00,14.333333333401242,Grey
P&S - Determine relevant tags & target,2026-07-07 08:00:00,2026-07-09 16:00:00,2.3333333334012423,Orange
P&S - DS KT session,2026-07-10 08:00:00,2026-07-10 16:00:00,0.33333333340124227,Orange
P&S - Label tags for the models,2026-07-10 08:00:00,2026-07-14 16:00:00,4.333333333401242,Orange
P&S - Create Bounds & Changing Rates,2026-07-15 08:00:00,2026-07-15 16:00:00,0.33333333340124227,Orange
P&S - Generate model,2026-07-16 08:00:00,2026-07-16 16:00:00,0.33333333340124227,Orange
P&S - Ensure correct formatting and that data is uploaded to Maestro,2026-07-17 08:00:00,2026-07-21 16:00:00,4.333333333401242,Orange
Asset Health & Maintenance Digital Twin,2026-09-01 08:00:00,2026-09-15 16:00:00,14.333333333401242,Grey
Maintenance - Determine relevant tags & target,2026-09-01 08:00:00,2026-09-03 16:00:00,2.3333333334012423,Orange
Maintenance - DS KT session,2026-09-04 08:00:00,2026-09-04 16:00:00,0.33333333340124227,Orange
Maintenance - Label tags for the models,2026-09-04 08:00:00,2026-09-08 16:00:00,4.333333333401242,Orange
Maintenance - Create Bounds & Changing Rates,2026-09-09 08:00:00,2026-09-09 16:00:00,0.33333333340124227,Orange
Maintenance - Generate model,2026-09-10 08:00:00,2026-09-10 16:00:00,0.33333333340124227,Orange
Maintenance - Ensure correct formatting and that data is uploaded to Maestro,2026-09-11 08:00:00,2026-09-15 16:00:00,4.333333333401242,Orange
Plant Resource Efficiency Digital Twin,2026-09-01 08:00:00,2026-09-15 16:00:00,14.333333333401242,Grey
RE - Determine relevant tags & target,2026-09-01 08:00:00,2026-09-03 16:00:00,2.3333333334012423,Orange
RE - DS KT session,2026-09-04 08:00:00,2026-09-04 16:00:00,0.33333333340124227,Orange
RE - Label tags for the models,2026-09-04 08:00:00,2026-09-08 16:00:00,4.333333333401242,Orange
RE - Create Bounds & Changing Rates,2026-09-09 08:00:00,2026-09-09 16:00:00,0.33333333340124227,Orange
RE - Generate model,2026-09-10 08:00:00,2026-09-10 16:00:00,0.33333333340124227,Orange
RE - Ensure correct formatting and that data is uploaded to Maestro,2026-09-11 08:00:00,2026-09-15 16:00:00,4.333333333401242,Orange
Stack Series LSTM Models,2026-09-16 08:00:00,2026-09-16 16:00:00,0.33333333340124227,Orange
Benefit Quantification,2026-07-17 08:00:00,2026-09-15 16:00:00,60.33333333340124,Black
Planning & Scheduling Benefit Quantification,2026-07-17 08:00:00,2026-07-29 16:00:00,12.333333333401242,Grey
P&S - Establish benefit measurement methodology,2026-07-17 08:00:00,2026-07-21 16:00:00,4.333333333401242,Orange
P&S - Consult with EPA to learn implementation,2026-07-22 08:00:00,2026-07-22 16:00:00,0.33333333340124227,Orange
P&S - Create implementation framework,2026-07-23 08:00:00,2026-07-29 16:00:00,6.333333333401242,Orange
Asset Health & Maintenance Benefit Quantification,2026-09-11 08:00:00,2026-09-15 16:00:00,4.333333333401242,Grey
Maintenance - Establish benefit measurement methodology,2026-09-11 08:00:00,2026-09-11 16:00:00,0.33333333340124227,Orange
Maintenance - Consult with EPA to learn implementation,2026-09-14 08:00:00,2026-09-14 16:00:00,0.33333333340124227,Orange
Maintenance - Create implementation framework,2026-09-15 08:00:00,2026-09-15 16:00:00,0.33333333340124227,Orange
Plant Resource Efficiency Benefit Quantification,2026-09-11 08:00:00,2026-09-15 16:00:00,4.333333333401242,Grey
RE - Establish benefit measurement methodology,2026-09-11 08:00:00,2026-09-11 16:00:00,0.33333333340124227,Orange
RE - Consult with EPA to learn implementation,2026-09-14 08:00:00,2026-09-14 16:00:00,0.33333333340124227,Orange
RE - Create implementation framework,2026-09-15 08:00:00,2026-09-15 16:00:00,0.33333333340124227,Orange
Develop Case Study & Review,2026-07-30 08:00:00,2026-09-18 16:00:00,50.33333333340124,Black
Planning & Scheduling Case Study,2026-07-30 08:00:00,2026-08-25 16:00:00,26.333333333401242,Grey
P&S Case Study - Share with CS,2026-07-30 08:00:00,2026-08-18 16:00:00,19.333333333401242,Orange
P&S Case Study - Import,2026-08-19 08:00:00,2026-08-20 16:00:00,1.3333333334012423,Orange
P&S Case Study - Check & Proofread,2026-08-21 08:00:00,2026-08-25 16:00:00,4.333333333401242,Orange
Asset Health & Maintenance Case Study,2026-09-16 08:00:00,2026-09-18 16:00:00,2.3333333334012423,Grey
Maintenance Case Study - Share content with CS,2026-09-16 08:00:00,2026-09-16 16:00:00,0.33333333340124227,Orange
Maintenance Case Study - Import,2026-09-17 08:00:00,2026-09-17 16:00:00,0.33333333340124227,Orange
Maintenance Case Study - Check & Proofread,2026-09-18 08:00:00,2026-09-18 16:00:00,0.33333333340124227,Orange
Plant Resource Efficiency Case Study,2026-09-16 08:00:00,2026-09-18 16:00:00,2.3333333334012423,Grey
RE Case Study - Share content with CS,2026-09-16 08:00:00,2026-09-16 16:00:00,0.33333333340124227,Orange
RE Case Study - Import,2026-09-17 08:00:00,2026-09-17 16:00:00,0.33333333340124227,Orange
RE Case Study - Check & Proofread,2026-09-18 08:00:00,2026-09-18 16:00:00,0.33333333340124227,Orange
Executive Review of IBA Results,2026-08-26 08:00:00,2026-09-21 16:00:00,26.333333333401242,Black
Planning & Scheduling IBA Review,2026-08-26 08:00:00,2026-09-01 16:00:00,6.333333333401242,Grey
P&S - Exec approval of financial benefit,2026-08-26 08:00:00,2026-09-01 16:00:00,6.333333333401242,Orange
Asset Health & Maintenance IBA Review,2026-09-21 08:00:00,2026-09-21 16:00:00,0.33333333340124227,Grey
Maintenance - Exec approval of financial benefit,2026-09-21 08:00:00,2026-09-21 16:00:00,0.33333333340124227,Orange
Plant Resource Efficiency IBA Review,2026-09-21 08:00:00,2026-09-21 16:00:00,0.33333333340124227,Grey
RE - Exec approval of financial benefit,2026-09-21 08:00:00,2026-09-21 16:00:00,0.33333333340124227,Orange
Develop IBA Deck,2026-09-02 08:00:00,2026-09-24 16:00:00,22.333333333401242,Black
Planning & Scheduling IBA Deck,2026-09-02 08:00:00,2026-09-04 16:00:00,2.3333333334012423,Grey
P&S - Develop design framework,2026-09-02 08:00:00,2026-09-04 16:00:00,2.3333333334012423,Orange
P&S - Develop storyboard,2026-09-02 08:00:00,2026-09-04 16:00:00,2.3333333334012423,Orange
Asset Health & Maintenance IBA Deck,2026-09-22 08:00:00,2026-09-22 16:00:00,0.33333333340124227,Grey
Maintenance - Develop design framework,2026-09-22 08:00:00,2026-09-22 16:00:00,0.33333333340124227,Orange
Maintenance - Develop storyboard,2026-09-22 08:00:00,2026-09-22 16:00:00,0.33333333340124227,Orange
Plant Resource Efficiency IBA Deck,2026-09-22 08:00:00,2026-09-22 16:00:00,0.33333333340124227,Grey
RE Deck - Develop design framework,2026-09-22 08:00:00,2026-09-22 16:00:00,0.33333333340124227,Orange
RE Deck - Develop storyboard,2026-09-22 08:00:00,2026-09-22 16:00:00,0.33333333340124227,Orange
Series 3 - Complete IBA Deck,2026-09-23 08:00:00,2026-09-23 16:00:00,0.33333333340124227,Orange
Series 3 - IBA Deck - Executive Review,2026-09-24 08:00:00,2026-09-24 16:00:00,0.33333333340124227,Orange
Series 3 - POV Portal - Executive Review,2026-09-22 08:00:00,2026-09-22 16:00:00,0.33333333340124227,Orange
Go Live Deployment,2026-09-25 08:00:00,2026-12-31 17:00:00,97.375,Black Outline
Live Data Integration,2026-09-25 08:00:00,2026-10-09 16:00:00,14.333333333401242,Black
Finalize list of data sources,2026-09-25 08:00:00,2026-09-28 16:00:00,3.3333333334012423,Orange
Find integration solution,2026-09-29 08:00:00,2026-09-29 16:00:00,0.33333333340124227,Orange
Confirm IT architecture,2026-09-25 08:00:00,2026-09-25 16:00:00,0.33333333340124227,Orange
Finalize IT Architecture,2026-09-28 08:00:00,2026-10-09 16:00:00,11.333333333401242,Orange
Deploy Gateway Server,2026-09-25 08:00:00,2026-09-25 16:00:00,0.33333333340124227,Orange
Outbound Connection to Maestro,2026-09-28 08:00:00,2026-09-28 16:00:00,0.33333333340124227,Orange
Client prepare environment,,,,Orange
Make Live Connection,2026-09-28 08:00:00,2026-09-28 16:00:00,0.33333333340124227,Orange
Validate Live Data Connection,2026-09-25 08:00:00,2026-09-25 16:00:00,0.33333333340124227,Orange
Test VPN Connection,,,,Orange
CM to M or Push Data to Maestro,2026-09-25 08:00:00,2026-10-08 16:00:00,13.333333333401242,Orange
Configure Maestro Performance Center,2026-09-25 08:00:00,2026-11-11 17:00:00,47.375,Black
Generate KPI list,2026-09-25 08:00:00,2026-10-05 16:00:00,10.333333333401242,Orange
Build KPI formulas,2026-10-06 08:00:00,2026-10-14 16:00:00,8.333333333401242,Orange
KT w/DS for KPIs to be produced,2026-10-15 08:00:00,2026-10-15 16:00:00,0.33333333340124227,Orange
Create initial KPI output values,2026-10-16 08:00:00,2026-10-20 16:00:00,4.333333333401242,Orange
Validate KPI output values,2026-10-21 08:00:00,2026-10-23 16:00:00,2.3333333334012423,Orange
Provide 'when not to display' rule,2026-10-26 08:00:00,2026-10-26 16:00:00,0.33333333340124227,Orange
Modify KPI formulas where possible,2026-10-26 08:00:00,2026-10-30 16:00:00,4.333333333401242,Orange
Build out KPI list in maestro,2026-11-02 09:00:00,2026-11-10 17:00:00,8.333333333299379,Orange
Executive review of Performance Center,2026-11-11 09:00:00,2026-11-11 17:00:00,0.33333333329937886,Orange
Live Test Model Transition,2026-09-29 08:00:00,2026-12-25 17:00:00,87.375,Black
Create fault tolerance mechanisms,2026-11-12 09:00:00,2026-11-16 17:00:00,4.333333333299379,Orange
Test fault tolerance mechanism,2026-11-17 09:00:00,2026-11-30 17:00:00,13.333333333299379,Orange
Update bound & changing rates,2026-11-11 09:00:00,2026-11-12 17:00:00,1.3333333332993789,Orange
Confirm manual data sharing methods and locations,2026-09-29 08:00:00,2026-10-01 16:00:00,2.3333333334012423,Orange
Confirm receipt of data,2026-09-29 08:00:00,2026-10-02 16:00:00,3.3333333334012423,Orange
Publish Model,2026-11-13 09:00:00,2026-12-02 17:00:00,19.33333333329938,Orange
Create test period for directive issuance,2026-12-03 09:00:00,2026-12-03 17:00:00,0.33333333329937886,Orange
Update directive issuance,2026-12-04 09:00:00,2026-12-10 17:00:00,6.333333333299379,Orange
Update Models,2026-12-11 09:00:00,2026-12-24 17:00:00,13.333333333299379,Orange
Finalize and Deploy Live Test Models,2026-12-25 09:00:00,2026-12-25 17:00:00,0.33333333329937886,Orange
Go Live Governance,2026-12-28 09:00:00,2026-12-31 17:00:00,3.333333333299379,Black
Set client weekly meeting time,2026-12-28 09:00:00,2026-12-28 17:00:00,0.33333333329937886,Orange
Hold first weekly client meeting,2026-12-29 09:00:00,2026-12-29 17:00:00,0.33333333329937886,Orange
Publish Live Test Status Update,2026-12-29 09:00:00,2026-12-29 17:00:00,0.33333333329937886,Orange
Determine what access LYB employees will have,2026-12-28 09:00:00,2026-12-28 17:00:00,0.33333333329937886,Orange
Grant limited access,2026-12-29 09:00:00,2026-12-29 17:00:00,0.33333333329937886,Orange
Meet with LYB to explain functionality,2026-12-30 09:00:00,2026-12-30 17:00:00,0.33333333329937886,Orange
Commence directive implementation,2026-12-31 09:00:00,2026-12-31 17:00:00,0.33333333329937886,Orange
Implementation Control,2026-09-25 08:00:00,2026-11-05 17:00:00,41.375,Black
Series 1,2026-09-25 08:00:00,2026-10-08 16:00:00,13.333333333401242,Grey
Expedite Maestro control,2026-09-25 08:00:00,2026-09-25 16:00:00,0.33333333340124227,Orange
Develop implementation detection,2026-09-25 08:00:00,2026-10-01 16:00:00,6.333333333401242,Orange
Create known route to implementation,2026-09-25 08:00:00,2026-09-25 16:00:00,0.33333333340124227,Orange
Create implementation report outline,2026-10-02 08:00:00,2026-10-08 16:00:00,6.333333333401242,Orange
Revisit Automated Control,2026-09-25 08:00:00,2026-09-25 16:00:00,0.33333333340124227,Orange
Series 2,2026-10-09 08:00:00,2026-10-22 16:00:00,13.333333333401242,Grey
Expedite Maestro control,2026-10-09 08:00:00,2026-10-09 16:00:00,0.33333333340124227,Orange
Develop implementation detection,2026-10-09 08:00:00,2026-10-15 16:00:00,6.333333333401242,Orange
Create known route to implementation,2026-10-09 08:00:00,2026-10-09 16:00:00,0.33333333340124227,Orange
Create implementation report outline,2026-10-16 08:00:00,2026-10-22 16:00:00,6.333333333401242,Orange
Revisit Automated Control,2026-10-09 08:00:00,2026-10-09 16:00:00,0.33333333340124227,Orange
Series 3,2026-10-23 08:00:00,2026-11-05 17:00:00,13.375,Grey
Expedite Maestro control,2026-10-23 08:00:00,2026-10-23 16:00:00,0.33333333340124227,Orange
Develop implementation detection,2026-10-23 08:00:00,2026-10-29 16:00:00,6.333333333401242,Orange
Create known route to implementation,2026-10-23 08:00:00,2026-10-23 16:00:00,0.33333333340124227,Orange
Create implementation report outline,2026-10-30 08:00:00,2026-11-05 17:00:00,6.375,Orange
Revisit Automated Control,2026-10-23 08:00:00,2026-10-23 16:00:00,0.33333333340124227,Orange
Review first implementation report,2026-10-09 08:00:00,2026-10-09 16:00:00,0.33333333340124227,Orange
Ongoing Delivery,2027-01-01 09:00:00,2027-02-05 17:00:00,35.33333333329938,Black Outline
Client Workstream Owner Introductions,2027-01-01 09:00:00,2027-01-20 17:00:00,19.33333333329938,Grey
Client Services,2027-01-01 09:00:00,2027-01-20 17:00:00,19.33333333329938,Orange
Introductions to client owners for each workstream,2027-01-01 09:00:00,2027-01-20 17:00:00,19.33333333329938,Orange
Internal Weekly Call,2027-01-21 09:00:00,2027-01-21 17:00:00,0.33333333329937886,Grey
Set Internal Weekly Call,2027-01-21 09:00:00,2027-01-21 17:00:00,0.33333333329937886,Orange
Ensure correct audience Internal Weekly Call,2027-01-21 09:00:00,2027-01-21 17:00:00,0.33333333329937886,Orange
Weekly Client Call,2027-01-22 09:00:00,2027-01-22 17:00:00,0.33333333329937886,Grey
Set Weekly Client Call,2027-01-22 09:00:00,2027-01-22 17:00:00,0.33333333329937886,Orange
Ensure correct audience Weekly Client Call,2027-01-22 09:00:00,2027-01-22 17:00:00,0.33333333329937886,Orange
Reporting,2027-01-25 09:00:00,2027-02-05 17:00:00,11.333333333299379,Grey
Publish Executive Report every month,2027-01-25 09:00:00,2027-02-05 17:00:00,11.333333333299379,Orange
Issue Weekly Live Test Updates,2027-01-25 09:00:00,2027-01-27 17:00:00,2.333333333299379,Orange
